Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier
1172,2016-05-04,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fud, Helio Veture, VetureEast, Idia Alteratives",Private Equity,12000.0,1056000.0,No Remark,Tier 1 India
1173,2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.i,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1174,2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.i,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1175,2016-05-04,MyDentistChoice,E-Commerce,Medical Supplies eTailer,Hyderabad,Udisclosed ivestors,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1176,2016-05-04,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500.0,44000.0,No Remark,Tier 1 International
1177,2016-05-04,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1178,2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1179,2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of udisclosed Agel Ivestors & HNIs,Seed Funding,375.0,33000.0,No Remark,Tier 1 India
1180,2016-05-06,EduAce Services,Edtech,Education Workshops & mentoring programs,Lucknow,MoMagic Techologies,Private Equity,1000.0,88000.0,No Remark,Tier 2/3 India
1181,2016-05-07,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Udisclosed ivestors,Seed Funding,75.0,6600.0,No Remark,Tier 1 India
1182,2016-05-09,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfiity Veture Parters, Blume Vetures, BeeNext, Rajesh Raavat",Private Equity,2750.0,242000.0,No Remark,Tier 1 India
1183,2016-05-09,Toko Innovations,Consumer Internet,Children\\\\xe2\\\\x80\\\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,450.0,39600.0,No Remark,Tier 1 India
1184,2016-05-09,Rentickle,E-Commerce,"Furniture, appliances Portal",New Delhi,"Maish Kheterpal, Viay Mittal, Diesh Mittal, Sadeep Gupta",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1185,2016-05-10,HealthifyMe,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Vetures Idia, Ivetus Capital, Blume Vetures",Private Equity,6000.0,528000.0,No Remark,Tier 1 India
1186,2016-05-10,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Parters, Matrix Parters, Girish Mathrubootham",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
1187,2016-05-10,InnoNano Research,Technology,Clean Water Technology,Chennai,NaoHoldigs,Private Equity,18000.0,1584000.0,No Remark,Tier 1 India
1188,2016-05-10,SchoolWear,E-Commerce,School Uniform & Supplies Marketplace,Mumbai,Udisclosed ivestors,Seed Funding,1500.0,132000.0,No Remark,Tier 1 India
1189,2016-05-10,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Veture Parters, DST Global, Accel Parters",Private Equity,7000.0,616000.0,No Remark,Tier 1 India
1190,2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Udisclosed Ivestors,Private Equity,900.0,79200.0,No Remark,Tier 1 India
1191,2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazaah Nasioal Berhad,Private Equity,100000.0,8800000.0,No Remark,Tier 1 India
1192,2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Vetures, Raja Aada, Sumit Jai, Aprameya Radhakrisha, Sujeet Kumar, Phaidra Sama",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1193,2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creatio Ivestmets Capital Maagemet, SAIF Parters, Sequoia Capital, Aspada Vetures",Private Equity,25000.0,2200000.0,No Remark,Tier 1 India
1194,2016-05-12,Life Circle,Health & Wellness,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150.0,13200.0,No Remark,Tier 1 India
1195,2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Parters, Nexus Vetures",Private Equity,13500.0,1188000.0,No Remark,Tier 1 India
1196,2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Udisclosed Ivestors & Tamarid Family Private Trust,Private Equity,2200.0,193600.0,No Remark,Tier 1 India
1197,2016-05-16,Smartivity,E-Commerce,Smart Learning products,New Delhi,"S Chad, AdvatEdge Parters",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1198,2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Agel Fud,Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1199,2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Techology Veture,Seed Funding,100.0,8800.0,No Remark,Other
1200,2016-05-18,EduPristine,Edtech,Online Certification Courses,Mumbai,"Kaize Maagemet Advisors, DeVry Ic",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
1201,2016-05-18,BhiveWorkspace,Real Estate,Co-Working Spaces,Bengaluru,Blume Vetures,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1202,2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1203,2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Udisclosed HNIs,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1204,2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Maagemet, ITW Digital",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1205,2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Udisclosed Ivestors,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1206,2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommissio,Seed Funding,89.0,7832.0,No Remark,Tier 1 India
1207,2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bengaluru,Udisclosed HNIs,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1208,2016-05-25,Address Health,Health & Wellness,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500.0,132000.0,No Remark,Tier 1 India
1209,2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1210,2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Agel, Sequoia Capital",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
1211,2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Techologies,Seed Funding,475.0,41800.0,No Remark,Tier 1 India
1212,2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Airudh Damai, Vikram Lakhotia",Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1213,2016-05-31,Koovs,E-Commerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4400.0,387200.0,No Remark,Tier 1 India
1214,2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Ifiium Global Pvt. Ltd,Private Equity,8900.0,783200.0,No Remark,Tier 1 India
1215,2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Udisclosed Ivestors,Seed Funding,175.0,15400.0,No Remark,Tier 1 India
1216,2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,San Francisco,"Nelstoe Vetures, Trasmedia Capital, Maide Lae Vetures, CSC Upshot & Agel ivestors",Private Equity,2700.0,237600.0,No Remark,Tier 1 International
1217,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Ic,Private Equity,25000.0,2200000.0,No Remark,Tier 1 India
1218,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1219,2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Niestarter,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1220,2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,Lxe2x80x99Occitae,Private Equity,6000.0,528000.0,No Remark,Tier 1 India
1221,2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Vetures,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1222,2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahedra Patel, Nileder Chauha",Seed Funding,40.0,3520.0,No Remark,Tier 1 India
1223,2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Ratta Chadha,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1224,2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbak, Sequoia Capital, Lightspeed Veture Parters, Greeoaks Capital, DSG Cosumer Parters ad Veture Nursery",Private Equity,100000.0,8800000.0,No Remark,Tier 1 India
1225,2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashat Puri,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1226,2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrisha, Dr. Raja Pai",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1227,2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravi Khadelwal, Yati Kumar Jai",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1228,2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Airuddha Malpai,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1229,2016-04-13,Hippily,E-Commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1230,2016-04-13,kredX,E-Commerce,Invoice discounting\\\\xc2\\\\xa0 Marketplace,Bengaluru,"Prime Veture Parters,",Seed Funding,750.0,66000.0,No Remark,Tier 1 India
1231,2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashat Gooty",Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1232,2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mout Natha Advisors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1233,2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salo Chai,Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1234,2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,30000.0,2640000.0,No Remark,Tier 1 India
1235,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1236,2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chennai,Paytm & existig ivestors,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
1237,2016-04-19,Betaout,E-Commerce,customer intelligence and marketing automation platform,Noida,"Staford Agels, LetsVeture, Cheai Agels, Hyderabad Agels, Mumbai Agels",Private Equity,1500.0,132000.0,No Remark,Tier 1 India
1238,2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Vetures,Seed Funding,450.0,39600.0,No Remark,Tier 1 India
1239,2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Ma Capital,Private Equity,2000.0,176000.0,No Remark,Tier 1 India
1240,2016-04-20,1mg,E-Commerce,Online Pharmacy,Gurgaon,"Maverick Capital Vetures, Sequoia Capital, Omidyar Network",Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1241,2016-04-22,Licious,E-Commerce,Mobile based Meat ordering App,Bengaluru,Mayfield Idia II Maagemet Ltd,Private Equity,3000.0,264000.0,No Remark,Tier 1 India
1242,2016-04-22,TOKO Innovation Studios,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Games & Products,New Delhi,Idia Agel etwork,Seed Funding,450.0,39600.0,No Remark,Tier 1 India
1243,2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Vetures,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1244,2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pasari, Nirupa Shakar",Seed Funding,550.0,48400.0,No Remark,Tier 1 India
1245,2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fud, Micromax Iformatics",Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1246,2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bengaluru,"Max Levchi, Scott Baister",Private Equity,1300.0,114400.0,No Remark,Tier 1 India
1247,2016-04-26,Roposo,E-Commerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsma Idia Ivestmets,Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1248,2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Vetures,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1249,2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Udisclosed,Seed Funding,450.0,39600.0,No Remark,Tier 1 India
1250,2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Vetures & Other uamed Ivestors,Seed Funding,600.0,52800.0,No Remark,Tier 1 India
1251,2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengaluru,"Rebright Parters, Aad Rajarama, Veky Hariaraya",Private Equity,1200.0,105600.0,No Remark,Tier 1 India
1252,2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Ivestmets, Fudel",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1253,2016-04-29,LetReach,E-Commerce,ECommerce SAAS Solutions,New Delhi,vCommissio,Private Equity,100.0,8800.0,No Remark,Tier 1 India
1254,2016-03-02,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Agel Fud,Private Equity,600.0,52800.0,No Remark,Tier 1 India
1255,2016-03-02,Systemantics,Technology,Industrial robots maker,Bengaluru,"Nada Nilekai, Accel Parters",Private Equity,1400.0,123200.0,No Remark,Tier 1 India
1256,2016-03-03,Imarticus Learning,Edtech,Financial Services & Analytics Education Institute,Mumbai,"Blic Advisors, Amit Naavati, Tashwider Sigh, Tarajit Jaswal, Amit Khaa",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1257,2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Udisclosed ivestor,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1258,2016-03-04,Aahaa,E-Commerce,Office Products Super Store,Chennai,"YourNest Agel Fud,",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1259,2016-03-04,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Vetures,Seed Funding,150.0,13200.0,No Remark,Tier 2/3 India
1260,2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Dama Soi, Rajat Gupta & Others",Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1261,2016-03-04,medECUBE,Health & Wellness,Healthcare related Services provider,Gurgaon,Artima Vetures,Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1262,2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchiras Jaipuria, Auj Saghi",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1263,2016-03-07,Ninjacart,E-Commerce,B2B marketplace for Farmers & Retailers,Bengaluru,"Accel Parters, Qualcomm Vetures, M&S Parters, Zop Smart",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
1264,2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengaluru,"Rebright Parters, Sol Primero, Sudhir Aadarao, Akur Warikoo, Akur Sigla",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1265,2016-03-07,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Uicor Vetures,Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1266,2016-03-07,Medidaili,Consumer Internet,Medical Support service platform,Bengaluru,Udisclosed private ivestors,Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1267,2016-03-08,LoveCycles,Consumer Internet,Women\\\\xe2\\\\x80\\\\x99s health Tracker,Bengaluru,Prime Veture Parters,Seed Funding,750.0,66000.0,No Remark,Tier 1 India
1268,2016-03-08,Kartrocket,E-Commerce,ECommerce SAAS platform,New Delhi,"Udisclosed Japaese ivestor, Bertelsma Idia Ivestmets, Nirvaa Digital Idia Fud, Nirvaa Digital Ivestmet Holdig Co Ltd, 500 Start-Ups",Private Equity,8000.0,704000.0,No Remark,Tier 1 India
1269,2016-03-08,dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Ivestmet Advisors, Blume Vetures.",Seed Funding,650.0,57200.0,No Remark,Tier 1 India
1270,2016-03-09,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Idia Agel Network, Staford Agels, Etrepreeurs Idia",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1271,2016-03-09,MyGubbi,Real Estate,Interior Design & Home D\\\\xc3\\\\xa9cor Solutions,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500.0,220000.0,No Remark,Tier 1 India
1272,2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Ic,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1273,2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jai & Other agel ivestors,Seed Funding,400.0,35200.0,No Remark,Tier 1 India
1274,2016-03-10,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Udisclosed ivestors,Private Equity,11100.0,976800.0,No Remark,Tier 1 India
1275,2016-03-10,Icertis,Technology,Contract Management Software Solutions platform,Pune,"Igitio Parters, Greycroft Parters, Fidelity Growth Parters Idia",Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
1276,2016-03-10,Supplified,E-Commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1277,2016-03-14,PinkBlue,E-Commerce,Medical Supplies eTailer,Bengaluru,"Hari Krisha, Ajay Modai, Dr V Ravider, Airudh Rastogi, Abhishek Jai, Rakesh Gakhar, Rajeev Mudumba, Nagedra Prasad Bhauprakash",Seed Funding,223.61,19677.68,No Remark,Tier 1 India
1278,2016-03-14,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900.0,1311200.0,No Remark,Tier 1 India
1279,2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chad ad Co Pvt Ltd, Blume Vetures",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
1280,2016-03-15,Proximit,Technology,Advertising Technology,Pune,Fudig through 1Crowd platform,Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1281,2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhakar, Raja Padhare",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1282,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chadrashekar Tallapragada, Pakaj Kapoor",Seed Funding,180.0,15840.0,No Remark,Tier 1 India
1283,2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bengaluru,"Zishaa Hayath, Abhishek Goyal, Arju ad Roha Malhotra, Harpreet Sigh Grover, Gaga Dugal",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
1284,2016-03-17,Pramati,Health & Wellness,Specialized Patient Care platform,Noida,Udisclosed ivestors,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1285,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Compay Ltd,Seed Funding,230.0,20240.0,No Remark,Tier 1 India
1286,2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Udisclosed ivestors,Seed Funding,800.0,70400.0,No Remark,Tier 1 India
1287,2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Ravijay Sigh, Aita Hassaadai",Seed Funding,108.0,9504.0,No Remark,Tier 1 India
1288,2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other uamed ivestors,Private Equity,1500.0,132000.0,No Remark,Tier 1 India
1289,2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Navee Gupta,Seed Funding,30.0,2640.0,No Remark,Tier 1 India
1290,2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketig Pvt Ltd,Private Equity,2000.0,176000.0,No Remark,Tier 1 India
1291,2016-03-22,Byju\\\\xe2\\\\x80\\\\x99s,Consumer Internet,Educational Video Content Creator,Bengaluru,"Sequoia Idia, Sofia",Private Equity,75000.0,6600000.0,No Remark,Tier 1 India
1292,2016-03-22,BigBasket,E-Commerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000.0,13200000.0,No Remark,Tier 1 India
1293,2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengaluru,"Idia Agel Network, Tracx Labs & Others",Seed Funding,600.0,52800.0,No Remark,Tier 1 India
1294,2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vie Capital, Ifocomm Developmet Authority of Sigapore",Seed Funding,360.0,31680.0,No Remark,Tier 1 India
1295,2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Sigapore Agel Network",Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1296,2016-03-23,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Idia Agel Network,",Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1297,2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Vetures, Maheshwari Ivestmets Pvt Ltd, Ashoo Gaur, Rama Krisha Reddy, Sadeep Seerapu",Private Equity,330.0,29040.0,No Remark,Tier 1 India
1298,2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bengaluru,Broadbea Capital services,Private Equity,500.0,44000.0,No Remark,Tier 1 India
1299,2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharaidhara Viswaatha, Sajiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150.0,13200.0,No Remark,Tier 1 India
1300,2016-03-28,Schoolkart,E-Commerce,Online Marketplace for Schools,Noida,Udisclosed ivestors,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1301,2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Sigh, Aditya Vij, Kishore Kumar, Shuchi Bajaj",Seed Funding,300.0,26400.0,No Remark,Tier 1 India
1302,2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700.0,413600.0,No Remark,Tier 1 India
1303,2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,udisclosed ivestors,Seed Funding,200.0,17600.0,No Remark,Tier 1 India
1304,2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijaya,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
1305,2016-03-30,Touchkin,Health & Wellness,Predictive Healthcare platform,Bengaluru,"Alok Mittal, Amit Gupta, Auj Srivastava, Himashu Aggarwal, Raghuada G, Pueet Agarwal",Seed Funding,400.0,35200.0,No Remark,Tier 1 India
1306,2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Vetures, Lumis Parters",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
1307,2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bengaluru,Multiple ivestors through Te Miute Millio competitio,Seed Funding,22.5,1980.0,No Remark,Tier 1 India
1308,2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple ivestors through Te Miute Millio competitio,Seed Funding,22.5,1980.0,No Remark,Other
1309,2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple ivestors through Te Miute Millio competitio,Seed Funding,22.5,1980.0,No Remark,Tier 1 India
1310,2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple ivestors through Te Miute Millio competitio,Seed Funding,22.5,1980.0,No Remark,Tier 1 India
1311,2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune,Duamis Vetures Pte Ltd.,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1312,2016-02-03,RoadGods,E-Commerce,Auto Spare Parts eTailer,New Delhi,Gree House Vetures (GHV),Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1313,2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Gree House Vetures (GHV),Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1314,2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Igram Cotet Group,Seed Funding,30.0,2640.0,No Remark,Tier 1 India
1315,2016-02-04,Perfumery,E-Commerce,Fragrances & Perfume eTailer,New Delhi,Orada Global & Others,Seed Funding,30.0,2640.0,No Remark,Tier 1 India
1316,2016-02-05,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bengaluru,"Sherpa Capital, Nyca Parters ad Thomvest Vetures",Private Equity,13500.0,1188000.0,No Remark,Tier 1 India
1317,2016-02-05,Gingercrush,E-Commerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fud, TV Mohadas Pai, Zia Mody, Mumbai Agels, Aada Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000.0,88000.0,No Remark,Tier 2/3 India
1318,2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Udisclosed ivestors,Seed Funding,81.0,7128.0,No Remark,Tier 1 India
1319,2016-02-05,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Udisclosed ivestors,Seed Funding,52.0,4576.0,No Remark,Other
1320,2016-02-06,Heads Up For Tails,E-Commerce,Pet Products eTailer,New Delhi,Udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
1321,2016-02-08,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Gree House Vetures (GHV),Seed Funding,100.0,8800.0,No Remark,Tier 1 India
1322,2016-02-08,AdUrCup,Consumer Internet,Ad Network,New Delhi,Gree House Vetures (GHV),Seed Funding,100.0,8800.0,No Remark,Tier 1 India
