Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier
527,2017-08-02,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850.0,74800.0,No Remark,Tier 1 India
528,2017-08-03,SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
529,2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Udisclosed ivestors,Seed Funding,243.0,21384.0,No Remark,Tier 1 India
530,2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahaja, Akit Sharma ad others",Seed Funding,220.0,19360.0,No Remark,Tier 1 India
531,2017-08-09,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,"Veugopal Dhoot, Ajay Bhatia, Taru Khadelwal, Gapat Sighvi, Madhia family & Others",Seed Funding,3100.0,272800.0,No Remark,Tier 1 India
532,2017-08-09,CroFarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Vetures,Seed Funding,783.0,68904.0,No Remark,Tier 1 India
533,2017-08-11,Flipkart,E-Commerce,Online Marketplace,Bengaluru,Softbak,Private Equity,2500000.0,220000000.0,No Remark,Tier 1 India
534,2017-08-11,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Teke Capital Maagemet,Private Equity,36000.0,3168000.0,No Remark,Tier 1 India
535,2017-08-14,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"ICred Fiace, Fullerto Idia Credit Compay Ltd",Seed Funding,312.0,27456.0,No Remark,Tier 1 India
536,2017-08-15,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bengaluru,"ICred, Krishakumar Nataraja, Ravi Bhardwaj",Seed Funding,385.0,33880.0,No Remark,Tier 1 India
537,2017-08-20,Rootefy,E-Commerce,Building material online store,New Delhi,"Abhiav Gupta,",Seed Funding,187.0,16456.0,No Remark,Tier 1 India
538,2017-08-21,Uniphore,Technology,speech recognition startup,Chennai,IDG Vetures,Private Equity,6800.0,598400.0,No Remark,Tier 1 India
539,2017-08-21,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Udisclosed HNIxe2x80x99s,Seed Funding,734.0,64592.0,No Remark,Tier 2/3 India
540,2017-08-23,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital Idia, Nexus Veture Parters, Teaya Capital",Private Equity,80000.0,7040000.0,No Remark,Tier 1 India
541,2017-08-23,Bombay Shaving Company,E-Commerce,Men Grooming product etailer,New Delhi,Fireside Vetures,Private Equity,2300.0,202400.0,No Remark,Tier 1 India
542,2017-08-23,Indiez,Technology,Software & Mobile app development platform,Bengaluru,Haresh Chawla,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
543,2017-08-24,Ezetap,Technology,mPOS solutions provider,Bengaluru,"JS Capital Maagemet, Social Capital, Horizos Vetures,",Private Equity,16000.0,1408000.0,No Remark,Tier 1 India
544,2017-08-25,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Vetures, Raksul, Dea",Seed Funding,750.0,66000.0,No Remark,Tier 1 India
545,2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"PBS Sriivas, Viod Marti,",Seed Funding,125.0,11000.0,No Remark,Tier 1 India
546,2017-08-28,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fud, C31 Vetures, Qualgro.",Private Equity,7000.0,616000.0,No Remark,Tier 1 India
547,2017-08-29,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Parters, IDG Vetures, Kalaari Capital, UC-RNT fud",Private Equity,25000.0,2200000.0,No Remark,Tier 1 India
548,2017-08-29,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx vetures, Capier Ivestmets, Globevestor & others",Seed Funding,750.0,66000.0,No Remark,Tier 1 India
549,2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Maagemet ad Karst Peak Capital,",Private Equity,34000.0,2992000.0,No Remark,Tier 1 India
550,2017-08-30,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia Idia, Sofia s.a., Zodius Capital, Kris Gopalakrisha, Lakshmi Narayaa,",Private Equity,30000.0,2640000.0,No Remark,Tier 1 India
551,2017-07-01,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bengaluru,Reliace Corporate Advisory Services Ltd,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
552,2017-07-03,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Ifuse Vetures, JLL",Private Equity,2600.0,228800.0,No Remark,Tier 2/3 India
553,2017-07-04,Droom,E-Commerce,Online marketplace for automobiles,Gurgaon,"Asset Maagemet (Asia) Ltd, Digital Garage Ic",Private Equity,20000.0,1760000.0,No Remark,Tier 1 India
554,2017-07-05,Jumbotail,E-Commerce,online marketplace for food and grocery,Bengaluru,"Kalaari Capital, Nexus Idia Capital Advisors",Private Equity,8500.0,748000.0,No Remark,Tier 1 India
555,2017-07-05,Moglix,E-Commerce,B2B marketplace for Industrial products,Noida,"Iteratioal Fiace Corporatio, Rocketship, Accel Parters, Jugle Vetures, Shailesh Rao, Veture Highway",Private Equity,12000.0,1056000.0,No Remark,Tier 1 India
556,2017-07-05,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,1000.0,88000.0,No Remark,Tier 1 India
557,2017-07-07,Clip App,Consumer Internet,Digital Media Video platform,Bengaluru,"Idia Quotiet, Shuwei Capital",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
558,2017-07-10,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,3000.0,264000.0,No Remark,Tier 1 India
559,2017-07-11,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Duamis Vetures Pte Ltd,Private Equity,2250.0,198000.0,No Remark,Tier 1 India
560,2017-07-11,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Veture Catalysts, Sourav Gaguly, Akit Aditya, Moksh Sports Vetures",Seed Funding,464.0,40832.0,No Remark,Tier 1 India
561,2017-07-12,Innoviti,Technology,Digital payments solutions,Bengaluru,"SBI-FMO Fud, Bessemer Veture Parters, Catamara Vetures",Private Equity,18500.0,1628000.0,No Remark,Tier 1 India
562,2017-07-14,QwikSpec,Technology,Construction site operations and analytics platform,Bengaluru,"Brigade Iovatios LLP, TV Mohadas Pai, Suhail Rahma, Bobby Reddy, M George Oomme",Seed Funding,540.0,47520.0,No Remark,Tier 1 India
563,2017-07-14,Chumbak,E-Commerce,Designer consumer products Marketplace,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1700.0,149600.0,No Remark,Tier 1 India
564,2017-07-17,Increff,Technology,Sales Solutions for Fashion Brands,Bengaluru,"Sequoia Capital, Grey Orage, Rajesh Ramaiah, Ashuma Das, Rishi Das",Seed Funding,2000.0,176000.0,No Remark,Tier 1 India
565,2017-07-17,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Vetures Idia Advisors, Jugle Vetures",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
566,2017-07-19,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,"ai Capital Vetures, Reaud Laplache",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
567,2017-07-19,Playablo,Technology,Gamified Learning App,Bengaluru,ABI-Showatech (Idia) Ltd,Seed Funding,600.0,52800.0,No Remark,Tier 1 India
568,2017-07-20,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Parters,",Seed Funding,700.0,61600.0,No Remark,Tier 1 India
569,2017-07-21,Brick2Wall,E-Commerce,Online Marketplace for Construction Material,Gurgaon,"Subramai Somasudaram, Sudeep Sahi, Mayak Mittal & Others",Seed Funding,200.0,17600.0,No Remark,Tier 1 India
570,2017-07-25,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bengaluru,"Stellaris Veture Parters,",Private Equity,1200.0,105600.0,No Remark,Tier 1 India
571,2017-07-25,Byju\\\\xe2\\\\x80\\\\x99s,Consumer Internet,Mobile Learning App,Bengaluru,Tecet Holdigs,Private Equity,35000.0,3080000.0,No Remark,Tier 1 India
572,2017-07-26,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldma Sachs,Private Equity,25000.0,2200000.0,No Remark,Tier 1 India
573,2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Idia Agel Network, Aad Mahidra",Seed Funding,200.0,17600.0,No Remark,Tier 1 India
574,2017-07-27,1mg,E-Commerce,Online Pharmacy,Gurgaon,"HBM Healthcare Ivestmets, Maverick Capital Vetures, Sequoia Idia, Omidyar Network ad Kae Capital",Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
575,2017-07-28,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Ifo Edge (Idia) Ltd,Private Equity,1250.0,110000.0,No Remark,Tier 1 India
576,2017-06-02,RentOnGo,E-Commerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,TVS Motor Compay,Seed Funding,234.0,20592.0,No Remark,Tier 1 India
577,2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emergig Idia,Private Equity,50000.0,4400000.0,No Remark,Tier 1 India
578,2017-06-06,Spinny,E-Commerce,Online Used Car marketplace,Gurgaon,"Blume Vetures, Idia Agel Network, Kual Shah, Sadeep Tado",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
579,2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,Bengaluru,Blume Vetures,Private Equity,1200.0,105600.0,No Remark,Tier 1 India
580,2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahaja, Farha Naqvi, Sreepathy Viswaatha",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
581,2017-06-07,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Vetures,Seed Funding,650.0,57200.0,No Remark,Tier 1 India
582,2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,600.0,52800.0,No Remark,Tier 1 India
583,2017-06-08,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Cosultig Limited,Seed Funding,232.0,20416.0,No Remark,Tier 1 India
584,2017-06-08,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Veture Parters,Private Equity,1500.0,132000.0,No Remark,Tier 1 India
585,2017-06-08,ABI Health,Technology,Unified Digital Health Platform,Bengaluru,Norwest Veture Parters,Private Equity,1500.0,132000.0,No Remark,Tier 1 India
586,2017-06-08,Stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,"Moha Alexader, R. Nataraja, Vikrat Varshey, Amit Siha",Seed Funding,350.0,30800.0,No Remark,Tier 1 India
587,2017-06-09,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawa Borle, Nirmal Sigh, Maish Prasad, Vieet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300.0,26400.0,No Remark,Tier 1 India
588,2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250.0,22000.0,No Remark,Tier 1 India
589,2017-06-12,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bak,Debt Funding,7800.0,686400.0,No Remark,Tier 2/3 India
590,2017-06-12,Boxx.ai,Technology,Artificial Intelligence,Bengaluru,"Uicor Idia Vetures, Veky Krishakumar, Suresh Shakar, Vivek Bhargava",Private Equity,500.0,44000.0,No Remark,Tier 1 India
591,2017-06-12,PeeSafe.in,Health & Wellness,Hygiene care product manufacturer,New Delhi,"Veture Catalysts, Alfa Capital, Gree Shots Capital, Real Time Vetures",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
592,2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha Idia Vetures, Sigularity Holdigs, Raja Aada, Girish Mathrubootham",Seed Funding,776.0,68288.0,No Remark,Tier 1 India
593,2017-06-12,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Trasamerica,Private Equity,15000.0,1320000.0,No Remark,Tier 1 India
594,2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bengaluru,"Nexus Veture Parters, Omidyar Network",Private Equity,5500.0,484000.0,No Remark,Tier 1 India
595,2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Teke Capital Maagemet LLC,Private Equity,50000.0,4400000.0,No Remark,Tier 1 India
596,2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,udisclosed ivestors,Seed Funding,500.0,44000.0,No Remark,Tier 1 India
597,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,"Sequoia Idia, NEA, Prime Veture Parters",Private Equity,12300.0,1082400.0,No Remark,Tier 1 India
598,2017-06-16,Goodbox,E-Commerce,Mobile SAAS\\\\xc2\\\\xa0 ECommerce platform for SMEs,Bengaluru,"Nexus Veture Parters, Meki Maheshwari",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
599,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Kha, Sameer Naraya & Others",Seed Funding,100.0,8800.0,No Remark,Tier 1 India
600,2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,2000.0,176000.0,No Remark,Tier 1 India
601,2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bengaluru,Eight Roads Vetures,Private Equity,12500.0,1100000.0,No Remark,Tier 1 India
602,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed Idia Parters, Ediya Parters, 3oe4 Capital Advisors LLP, Startupxseed Vetures LLP",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
603,2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bengaluru,91maker.com,Seed Funding,300.0,26400.0,No Remark,Tier 1 India
604,2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,5200.0,457600.0,No Remark,Tier 1 India
605,2017-06-21,Fynd,E-Commerce,Fashion etailer,Mumbai,"IIFL Seed Vetures, Kae Capital, FJ Labs, Sigularity Vetures, GrowX, Tracx Labs, Axis Capital",Private Equity,2400.0,211200.0,No Remark,Tier 1 India
606,2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bengaluru,"Maipal Educatio ad Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500.0,396000.0,No Remark,Tier 1 India
607,2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,215.0,18920.0,No Remark,Tier 1 India
608,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fud, Matrix Parters, alco Edge Capital, DSG Cosumer Parters",Private Equity,31000.0,2728000.0,No Remark,Tier 1 India
609,2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,"Geeral Catalyst, Fouder Collective",Private Equity,4600.0,404800.0,No Remark,Tier 1 India
610,2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Ediya Parters, Vetureast",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
611,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bengaluru,"Meki Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500.0,44000.0,No Remark,Tier 1 India
612,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, Idia Quotiet, IFMR, ad MAS Fiacial Services Ltd",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
613,2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
614,2017-06-26,HUG Innovations,Technology,Gesture based\\\\xc2\\\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Gaji, Vekat Vallabhaei, Rajeev Meo",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
615,2017-06-26,Flipkart,E-Commerce,Online marketplace,Bengaluru,Naspers,Private Equity,71000.0,6248000.0,No Remark,Tier 1 India
616,2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfud, RB Iteratioal",Private Equity,4000.0,352000.0,No Remark,Tier 1 India
617,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Sow Leopard Vetures, Alto Parters",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
618,2017-06-27,Spares Hub,E-Commerce,Automobile parts marketplace,Pune,"The Cheai Agels, Athill Scale Vetures, Esvee Techologies Ic, Ic95 Cosultig",Seed Funding,311.0,27368.0,No Remark,Tier 1 India
619,2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udaya Goyal",Private Equity,3000.0,264000.0,No Remark,Tier 1 India
620,2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bengaluru,"SAP.iO, Uilazer Vetures",Private Equity,2000.0,176000.0,No Remark,Tier 1 India
621,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhiav Bidra, Gaurav Marya",Private Equity,1000.0,88000.0,No Remark,Tier 1 India
622,2017-06-30,Tagos Design,Technology,in-video discovery platform,Bengaluru,Udisclosed Ivestors,Private Equity,5000.0,440000.0,No Remark,Tier 1 India
623,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Parters, Accel Parter, Bessemer Veture Parters",Private Equity,21000.0,1848000.0,No Remark,Tier 1 India
624,2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73700.0,6485600.0,No Remark,Tier 1 India
625,2017-05-01,Power2SME,E-Commerce,Buying portal for SMEs,Gurgaon,Iteratioal Fiace Corporatio,Private Equity,10000.0,880000.0,No Remark,Tier 1 India
626,2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Agels,Seed Funding,1500.0,132000.0,No Remark,Tier 1 India
627,2017-05-02,4tigo,Logistics,Truck Network company,Bengaluru,"Accel Parters, Nada Nilekai,",Private Equity,10000.0,880000.0,No Remark,Tier 1 India
628,2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,Bengaluru,udisclosed ivestors,Seed Funding,390.0,34320.0,No Remark,Tier 1 India
629,2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,"Falco Edge Capital, Capital Advisers",Private Equity,104500.0,9196000.0,No Remark,Tier 1 India
630,2017-05-03,Sumeru,Technology,Software & Mobile development services,Bengaluru,udisclosed ivestors,Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
631,2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bengaluru,Raimatter,Seed Funding,233.0,20504.0,No Remark,Tier 1 India
632,2017-05-08,YepMe,E-Commerce,Private Label Fashion etailer,Gurgaon,"Raibow Digital Services Pvt. Ltd, ILearFiace Academy Pvt. Ltd.",Private Equity,700.0,61600.0,No Remark,Tier 1 India
633,2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Rela, LetsVeture",Seed Funding,1000.0,88000.0,No Remark,Tier 1 India
634,2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bengaluru,"Vertex Vetures, C31 Vetures",Private Equity,5000.0,440000.0,No Remark,Tier 1 India
635,2017-05-08,CureFit,Technology,Health-Tech Platform,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Ivestmet Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Saghvi & others",Private Equity,3200.0,281600.0,No Remark,Tier 1 India
636,2017-05-09,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,50.0,4400.0,No Remark,Tier 1 India
637,2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Iteret, GVFL",Private Equity,1400.0,123200.0,No Remark,Tier 1 India
638,2017-05-10,Shopclues,E-Commerce,Online marketplace,Gurgaon,IoVe Capital,Private Equity,7700.0,677600.0,No Remark,Tier 1 India
