Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
1631,18-09-2015,Briston Technomach,Internet Of Things Platform,Unknown,New Delhi,Udisclosed,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1632,18-09-2015,Labstreet,Diagnostic Labs Aggregator Platform,Unknown,Gurgaon,Multiple ivestors,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1633,21-09-2015,Portea Medical,Home Medical Care Services,Unknown,Bengaluru,"Accel Parters, Iteratioal Fiace Corporatio (IFC), Qualcomm Vetures, Vetureast",Private Equity,37500,3300000,No Remark,Tier 1 India,4,1
1634,21-09-2015,Neotrade Analytics,Real-Time Stock Data Platform,Unknown,Bengaluru,Raimatter,Seed Funding,235,20680,No Remark,Tier 1 India,1,0
1635,21-09-2015,Lafalafa,Coupons And Cashback Aggregator App,Unknown,Mumbai,500 Startups,Seed Funding,125,11000,thru Accelerator,Tier 1 India,1,0
1636,22-09-2015,Bestdealfinance,Financial Services Portal,Unknown,Mumbai,"Kalaari Capital, YourNest Agel Fud",Private Equity,3000,264000,Series A,Tier 1 India,2,1
1637,22-09-2015,Virtual Logic,Virtual Reality 3D Simulation And Stereoscopic Products,Unknown,Bengaluru,Swarim Multivetures,Private Equity,800,70400,Pre-Series A,Tier 1 India,1,0
1638,22-09-2015,Furdo,Online Interior Designing Platform,Unknown,Bengaluru,Bhavdeep Reddy,Seed Funding,400,35200,No Remark,Tier 1 India,1,0
1639,22-09-2015,Loginext,Logistics,Unknown,Mumbai,Paytm,Private Equity,10000,880000,Series A,Tier 1 India,1,1
1640,22-09-2015,Korra,Private Label Apparel Sales,Unknown,New Delhi,Asha Jadeja Motwai & Others,Seed Funding,300,26400,No Remark,Tier 1 India,1,0
1641,23-09-2015,Silverpush,Cross-Device Retargeting Platform,Unknown,Gurgaon,M&S Parters,Private Equity,1200,105600,Series A,Tier 1 India,1,1
1642,23-09-2015,Juggernaut,Digital & Physical Publishing Platform,Unknown,New Delhi,"William Bissell, Neeraj Aggarwal, Nada Nilekai",Private Equity,2250,198000,Series A,Tier 1 India,3,1
1643,23-09-2015,Innerchef,Food Delivery,Unknown,New Delhi,"Phaidra Sama, Aupam Mittal, Vijay Shekhar Sharma, Vishal Godal, Sateesh Adara & others",Private Equity,1750,154000,pre-Series A,Tier 1 India,5,1
1644,24-09-2015,Quintype,Data Driven Publishing Platform,Unknown,Bengaluru,Raghav Bahl,Private Equity,3300,290400,No Remark,Tier 1 India,1,1
1645,24-09-2015,Capabiliti,Employee Onboarding & Orientation Platform,Unknown,Noida,"500 Startups, Smile Multimedia, Kual Bahl, Rohit Basal, Girish Matrubootham",Seed Funding,400,35200,No Remark,Tier 1 India,5,0
1646,24-09-2015,Fourth Partner Energy,Solar Power Solutions Company,Unknown,Hyderabad,"Ifuse Vetures, The Cheai Agels",Private Equity,2000,176000,Series A,Tier 1 India,2,1
1647,24-09-2015,Licious,Online Meat Ordering Platform,Unknown,Bengaluru,"Kawaljit Sigh, TV Mohadas Pai",Seed Funding,1000,88000,No Remark,Tier 1 India,2,0
1648,28-09-2015,Ola Cabs,Cab Booking App Platform,Unknown,Bengaluru,Didi Kuaidi,Private Equity,30000,2640000,late Stage (part of $500M funding rnd),Tier 1 India,1,1
1649,29-09-2015,Paytm,E-Commerce,Unknown,New Delhi,"Alibaba Group, At Fiacial",Private Equity,680000,59840000,Late Stage (Alibaba @ 40% equity),Tier 1 India,2,1
1650,29-09-2015,Inmobi,Mobile Advertising Platform,Unknown,Bengaluru,Teebaum Capital Parters & Others,Private Equity,100000,8800000,Late Stage,Tier 1 India,1,1
1651,29-09-2015,Peppertap,Grocery Delivery,Unknown,Gurgaon,"Sequoia Idia, SAIF Parters.",Private Equity,36000,3168000,Series B,Tier 1 India,2,1
1652,29-09-2015,Zakoopi,Fashion Discovery Platform,Unknown,New Delhi,Uiqor Vetures,Seed Funding,350,30800,No Remark,Tier 1 India,1,0
1653,30-09-2015,Infoworks,Big Data Management Platform,Unknown,Bengaluru,"Nexus Veture Parters, Koll Vetures ad others",Private Equity,5000,440000,No Remark,Tier 1 India,2,1
1654,30-09-2015,Reddoorz,Budget Accommodation Platform,Unknown,Noida,Jugle Vetures,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1655,30-09-2015,Eywa Media,Digital Signal Processing Platform,Unknown,Bengaluru,"ah! Vetures, Viktor Koeig PE Fud, Matra Vetures",Seed Funding,1000,88000,No Remark,Tier 1 India,3,0
1656,01-08-2015,Snapdeal,E-Commerce,Unknown,New Delhi,"Alibaba, Foxco, Softbak",Private Equity,500000,44000000,Late Stage Round 7th (More details),Tier 1 India,3,1
1657,01-08-2015,Ressy,Restaurant Discount App,Unknown,Pune,Mohadas Pai & others,Seed Funding,400,35200,No Remark,Tier 1 India,1,0
1658,03-08-2015,Connect India,Logistics,Unknown,New Delhi,Aavishkaar,Private Equity,5000,440000,Series A,Tier 1 India,1,1
1659,03-08-2015,Oyorooms,Budget Hotel Accommodation Brand,Unknown,New Delhi,"SoftBak Group, Greeoaks Capital, Sequoia Capital, Lightspeed Idia",Private Equity,100000,8800000,Series B,Tier 1 India,4,1
1660,03-08-2015,Wizrocket,User Engagment & Analytics Platform,Unknown,Mumbai,"Sequoia Capital, Accel Parters",Private Equity,9600,844800,Series B,Tier 1 India,2,1
1661,04-08-2015,Pickingo,Logistics,Unknown,New Delhi,"Orios Veture Parters, Zishaa Hayath",Private Equity,1300,114400,Series A,Tier 1 India,2,1
1662,05-08-2015,Grex,Fund Raising Platform For Startups,Unknown,Pune,"Kual Bajaj, Chadru Badriarayaa",Seed Funding,650,57200,No Remark,Tier 1 India,2,0
1663,05-08-2015,Letstransport,Logistics,Unknown,Bengaluru,"Rebright Parters, Akush Nijhawa, Gaurav Bhatagar, Maish Dhigra",Seed Funding,1300,114400,No Remark,Tier 1 India,4,1
1664,05-08-2015,Zo Rooms,Online Budget Hotel Chain,Unknown,New Delhi,"Tiger Global Maagemet, Orios Veture Parters",Private Equity,30000,2640000,Series A,Tier 1 India,2,1
1665,05-08-2015,Doormint,Hyperlocal Services,Unknown,Mumbai,"Helio Veture Parters, Kalaari Capital",Private Equity,3000,264000,Series A,Tier 1 India,2,1
1666,05-08-2015,Nightstay,Hotel Booking App,Unknown,Noida,"BedRock Vetures, Rajesh Sawhey, Shailesh Sigh",Seed Funding,500,44000,No Remark,Tier 1 India,3,0
1667,05-08-2015,Sunday Realty Solutions,Tech Platform For Property Brokers,Unknown,Mumbai,"Ramesh Jogai, Shailesh Viswaatha, Jay Sriivasa",Seed Funding,785,69080,No Remark,Tier 1 India,3,0
1668,06-08-2015,Appvigil,App Security Testing Platform,Unknown,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswaath Ramachadra, RippleWave",Seed Funding,500,44000,pre Series-A,Tier 1 India,4,0
1669,06-08-2015,Practo,Doctor Appointment Booking App,Unknown,Bengaluru,"Sofia, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Miler, Sequoia Capital, Matrix Parters",Private Equity,90000,7920000,Series C,Tier 1 India,7,1
1670,06-08-2015,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Cheai Agels, Calcutta Agels, ah! Vetures, Itellecap Impact Ivestmet Network, Idus Age Parters, Sigapore Agel Network, Idia Iteret Fud, LetsVeture",Seed Funding,700,61600,No Remark,Tier 1 India,8,0
1671,06-08-2015,Ezetap,Mobile Based Pos Solution,Unknown,Bengaluru,"Horizos Vetures, Capricor Ivestmet Group, Social+Capital, Helio Advisors, Berggrue Holdigs",Private Equity,25000,2200000,Series C,Tier 1 India,5,1
1672,07-08-2015,Carl S Jr,Fast Food Chain Franchisee,Unknown,Gurgaon,YouWeCa Vetures,Seed Funding,630,55440,No Remark,Tier 1 India,1,0
1673,07-08-2015,Easyrewardz,Loyalty Programs & Reward Points,Unknown,Mumbai,"Wealth First, Asheer Grover, Atul Phadis",Private Equity,500,44000,Pre-Series A,Tier 1 India,3,0
1674,10-08-2015,Mytaxiindia,Taxi Rental Platform,Unknown,Gurgaon,"Niho Kotsu,",Private Equity,500,44000,Pre Series-A,Tier 1 India,1,0
1675,10-08-2015,Esadar,E-Commerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80,7040,No Remark,Tier 1 India,2,0
1676,10-08-2015,Mypoolin,Mobile Social Network,Unknown,New Delhi,QPrize from Qualcomm Vetures,Seed Funding,250,22000,QPrize Contest Winners,Tier 1 India,1,0
1677,10-08-2015,Nearbuy Previously Groupon India,Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,16000,1408000,Series A,Tier 1 India,1,1
1678,10-08-2015,Inkmonk,E-Commerce,Unknown,Chennai,"Girish Mathrubootham, Phaidra Sama, Vikram Chachra, Others from LetsVeture",Seed Funding,250,22000,No Remark,Tier 1 India,4,0
1679,10-08-2015,Tonetag,Mobile Payment Software Platform,Unknown,Bengaluru,Reliace Capital Veture,Private Equity,1000,88000,Series A,Tier 1 India,1,0
1680,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,Unknown,Gurgaon,Tiger Global Maagemet,Private Equity,30000,2640000,Series B,Tier 1 India,1,1
1681,11-08-2015,Livspace,Home Design & Dxc3Xa9Cor Solutions,Unknown,Bengaluru,"Helio Vetures, Jugle Vetures & Bessemer Veture Parters",Private Equity,8000,704000,Series A,Tier 1 India,2,1
1682,11-08-2015,Wow Momo,Quick Service Restaurant Chain,Unknown,Kolkata,Idia Agel Network,Seed Funding,1600,140800,No Remark,Tier 2/3 India,1,1
1683,11-08-2015,Raincan,Subscription Based Online Grocery Platform,Unknown,Pune,Ajeet Khuraa & Others,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1684,11-08-2015,Allygrow Technologies,Engineering Services Company,Unknown,Mumbai,Zodius Techology Fud,Private Equity,20000,1760000,Series A,Tier 1 India,1,1
1685,11-08-2015,Infogain,Business And It Consulting,Unknown,New Delhi,ChrysCapital,Private Equity,63000,5544000,No Remark,Tier 1 India,1,1
1686,12-08-2015,Oneassist,Credit Card Fraud Protection Solutions,Unknown,Mumbai,"Sequoia Capital, Lightspeed Vetures",Private Equity,7500,660000,Series B,Tier 1 India,2,1
1687,12-08-2015,Bigbasket,Online & Mobile Grocery Store,Unknown,Bengaluru,Bessemer Veture Parters,Private Equity,50000,4400000,Series C,Tier 1 India,1,1
1688,12-08-2015,Sheroes,Career Community For Women,Unknown,Noida,"Quitillio Media, 500 Startups",Seed Funding,770,67760,No Remark,Tier 1 India,2,0
1689,12-08-2015,Scripbox,Mutual Fund Investing Platform,Unknown,Bengaluru,"Accel Parters, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500,220000,Series A,Tier 1 India,5,1
1690,13-08-2015,Etaout,Ecommerce Marketing Software Platform,Unknown,Noida,"Amit Raja, Vijay Shekhar Sharma, Kual Bahl, Girish Mathrubootham & Group of other Agel ivestors",Seed Funding,500,44000,No Remark,Tier 1 India,4,0
1691,13-08-2015,Ifmr Holdings,Financial Inclusion Platform,Unknown,Chennai,"Accio, LeapFrog Ivestmets, Lok Capital",Private Equity,25000,2200000,Series B,Tier 1 India,3,1
1692,13-08-2015,Agrostar,Mobile Commerce For Farmers,Unknown,Pune,IDG Vetures,Private Equity,4000,352000,Series A,Tier 1 India,1,1
1693,14-08-2015,Voxweb,Picture Based Social App,Unknown,Mumbai,Jitedra Gupta & others,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1694,14-08-2015,Trukky,Logistics,Unknown,Ahmedabad,"Gujarat based agel ivestors, MMY co-Fouder",Seed Funding,245,21560,No Remark,Tier 2/3 India,2,0
1695,17-08-2015,Edu4Share,Exam Preparation Platform,Unknown,New Delhi,Nali Jai & other agel ivestors,Seed Funding,220,19360,No Remark,Tier 1 India,1,0
1696,17-08-2015,Sampurnearth,Waste Management Solutions,Unknown,Mumbai,"Itellecap Impact Ivestmet Network, family office fud",Seed Funding,160,14080,No Remark,Tier 1 India,2,0
1697,17-08-2015,Shadowfax,On-Demand Delivery Service,Unknown,Gurgaon,"Kual Bahl, Rohit Basal, Zishaa Hayath, Prashat Malik",Seed Funding,310,27280,No Remark,Tier 1 India,4,0
1698,18-08-2015,Roposo,Fashion Discovery Platform,Unknown,Gurgaon,Tiger Global,Private Equity,15000,1320000,Series B,Tier 1 India,1,1
1699,18-08-2015,Intelligencenode,Data Analytics Platform,Unknown,Mumbai,"New Eterprise Associates, Orios Veture Parters",Private Equity,4200,369600,Series A,Tier 1 India,2,1
1700,18-08-2015,Hyperverge,Deep Learning Cloud Algorithms,Unknown,Chennai,"NEA, Milliways Vetures, Naya Vetures",Seed Funding,1000,88000,No Remark,Tier 1 India,3,0
1701,18-08-2015,Zoojoo.Be,Corporate Wellness App,Unknown,Bengaluru,RoudGlass Parters,Private Equity,1000,88000,Series A,Tier 1 India,1,0
1702,19-08-2015,Timesaverz,Hyperlocal Services,Unknown,Mumbai,Uilazer Vetures,Private Equity,2400,211200,No Remark,Tier 1 India,1,1
1703,19-08-2015,Mebelkart,E-Commerce,Unknown,Bengaluru,AskMe,Private Equity,20000,1760000,No Remark,Tier 1 India,1,1
1704,20-08-2015,Labsadvisor,E-Commerce,Unknown,New Delhi,Group of Agel Ivestors,Seed Funding,156,13728,No Remark,Tier 1 India,1,0
1705,20-08-2015,Flatpebble,E-Commerce,Unknown,Hyderabad,Idia Agel Network,Seed Funding,600,52800,No Remark,Tier 1 India,1,0
1706,20-08-2015,Bluegape.Com,Visual Blogging Platform,Unknown,New Delhi,"ah! Vetures, Times Iteret, Rudy Gopalakrisha",Seed Funding,600,52800,No Remark,Tier 1 India,3,0
1707,21-08-2015,Epoise,Job Search Platform,Unknown,Bengaluru,"Orios Veture Parters, Amit Raja & others",Seed Funding,500,44000,No Remark,Tier 1 India,2,0
1708,24-08-2015,Jolly Food Fellow,Food Customer Analytics Platform,Unknown,Ahmedabad,The 1947,Seed Funding,300,26400,No Remark,Tier 2/3 India,1,0
1709,24-08-2015,Bookmein,Professional Service Appointment Booking Service,Unknown,Mumbai,Ajmera Group of Compaies,Seed Funding,400,35200,No Remark,Tier 1 India,1,0
1710,25-08-2015,Qyk App,On-Demand App Based Professional Service Provider,Unknown,Bengaluru,"GrowX vetures, Tracx Labs, Powai Lake Vetures, ad Sahil Barua",Private Equity,1000,88000,pre-series A,Tier 1 India,4,0
1711,25-08-2015,Eazydiner,Restaurant Reservation Platform,Unknown,Gurgaon,"DSG Cosumer Parters, Saama Capital",Private Equity,3000,264000,Series A,Tier 1 India,2,1
1712,25-08-2015,Revx,Cross-Channel Crm Platform,Unknown,Mumbai,"Norwest Veture Parters, Nexus Veture Parters, Helio Veture Parters, Draper Fisher Jurvetso, Peepul Capital",Private Equity,4000,352000,Series A,Tier 1 India,5,1
1713,25-08-2015,Icustommadeit,Professional Custom Creators Marketplace,Unknown,Pune,Group of Agel Ivestors,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1714,26-08-2015,Pickmylaundry,On-Demand Washing & Dry-Cleaning,Unknown,New Delhi,GHV Accelerator,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1715,26-08-2015,Belita,On-Demand Beauty Service,Unknown,Mumbai,"Idia Quotiet, LetsVeture ivestors, Lead Agels",Seed Funding,400,35200,No Remark,Tier 1 India,3,0
1716,26-08-2015,Foodtalkindia,Online Food Community Platform,Unknown,Gurgaon,Udisclosed Ivestor,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1717,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bengaluru,Rocket Iteret,Private Equity,2000,176000,Pre-Series A,Tier 1 India,1,1
1718,28-08-2015,Rollmafia,Qsr Restaurant Chain,Unknown,Pune,Equetia Natural Resources,Seed Funding,160,14080,No Remark,Tier 1 India,1,0
1719,31-08-2015,Dropkaffe,Online Coffee Delivery Platform,Unknown,Bengaluru,"Maish Sighal, P39 Capital & Others",Seed Funding,300,26400,No Remark,Tier 1 India,2,0
1720,31-08-2015,Reverie,Language Localization Cloud Platform,Unknown,Bengaluru,"Aspada Ivestmet Advisors, Qualcomm Vetures",Private Equity,4000,352000,Series A,Tier 1 India,2,1
1721,01-07-2015,Cloudcherry Analytics,Crm / Analytics Platform,Unknown,Chennai,"The Cheai Agels, IDG Vetures Idia",Seed Funding,1000,88000,No Remark,Tier 1 India,2,0
1722,01-07-2015,Handyhome,Hyperlocal Services,Unknown,Mumbai,"Bessemer Vetures, Kae Capital",Seed Funding,630,55440,No Remark,Tier 1 India,2,0
1723,01-07-2015,Nxtgen,It Infrastructure & Data Center Services,Unknown,Bengaluru,"IFC, Axo Parters, Itel Capital",Private Equity,13500,1188000,Series A,Tier 1 India,3,1
1724,02-07-2015,Bankbazaar,Online Financial Services,Unknown,Chennai,"Amazo, Fidelity Growth Parters, Mousse Parters",Private Equity,60000,5280000,Series C\\\\n(More here),Tier 1 India,3,1
1725,02-07-2015,Gozoomo,Used Car Marketplace,Unknown,Bengaluru,SAIF Parters,Private Equity,5000,440000,Series A,Tier 1 India,1,1
1726,02-07-2015,Zenatix,Internet Of Things Platform,Unknown,Gurgaon,"Raja Aada, Kual Bahl, Rohit Basal, Rahul Khaa",Seed Funding,161,14168,No Remark,Tier 1 India,4,0
1727,03-07-2015,Culturealley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,6500,572000,Series A,Tier 2/3 India,1,1
1728,03-07-2015,Gingercrush,Custom Merchandize Platform,Unknown,Ahmedabad,"Gokul Jaykrisha, Brad Capital",Seed Funding,1000,88000,No Remark,Tier 2/3 India,2,0
1729,04-07-2015,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Vetures, Ajeet Khuraa & others",Seed Funding,395,34760,No Remark,Tier 1 India,2,0
1730,06-07-2015,Paper Boat,Ethnic Beverages Manufacturer,Unknown,Gurgaon,"Sofia, Hillhouse Capital",Private Equity,30000,2640000,Series B,Tier 1 India,2,1
1731,07-07-2015,Wudstay,Budget Accommodation Aggregator,Unknown,Gurgaon,"Magroves Capital Parters, Vikas Saxea",Private Equity,3000,264000,Series A,Tier 1 India,2,1
1732,07-07-2015,Liases Foras,Real Estate,Unknown,New Delhi,DMG iformatio Asia Pacific,Private Equity,5000,440000,Series A,Tier 1 India,1,1
1733,08-07-2015,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Maagemet, Bertelsma Idia, Steadview Capital, Liberty Media, Mousse Parters, Quilvest",Private Equity,100000,8800000,Series C,Tier 1 India,6,1
1734,08-07-2015,Flytxt,Big Data & Analytics Platform,Unknown,Mumbai,"Surise Capital GmBH, Big Data Ivestmets B.V",Private Equity,11000,968000,Series A,Tier 1 India,2,1
1735,08-07-2015,Axtria,Big Data & Analytics Platform,Unknown,India,"Helio Veture Parters,Amarpreet Sawhey, Deshpade Foudatio, Fred Khosravi, Richard S. Braddock",Private Equity,30000,2640000,Series C,Other,5,1
1736,08-07-2015,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,20,1760,No Remark,Other,1,0
1737,08-07-2015,Hopping Chef,Food Tech,Unknown,Mumbai,Mirah Hospitality,Seed Funding,470,41360,Strategic Investment,Tier 1 India,1,0
1738,08-07-2015,Collectabillia,Celebrity Fashion Brand,Unknown,Bengaluru,Accel Parters,Private Equity,7500,660000,Series B,Tier 1 India,1,1
1739,08-07-2015,Lendingkart,Online Finance Lending Platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvi Chadha, Shailesh Mehta",Private Equity,10000,880000,Series A,Tier 2/3 India,4,1
1740,08-07-2015,Lybrate,Health & Wellness,Unknown,New Delhi,"Tiger Global Maagemet, Rata Tata, Nexus Veture Parters",Private Equity,10200,897600,Series A,Tier 1 India,3,1
1741,08-07-2015,Zoomcar,Self-Driven Vehicle Rental,Unknown,Bengaluru,"Sequoia Capital, Empire Agels, NGP",Private Equity,11000,968000,Series B,Tier 1 India,3,1
1742,09-07-2015,News In Shorts,News Aggregator Mobile App,Unknown,Noida,Tiger Global,Private Equity,2020000,177760000,\\\\xc2\\\\xa0Series B,Tier 1 India,1,1
1743,09-07-2015,Bluestone,Online Jewellery Store,Unknown,Bengaluru,"IvyCap Vetures, Accel Parters, Dragoeer Ivestmet Group",Private Equity,2016200,177425600,No Remark,Tier 1 India,3,1
1744,09-07-2015,Shopsity,Fashion Info Aggregator App,Unknown,Gurgaon,"Sadeep Aggarwal, Teruhide Sato",Seed Funding,0.02,1.76,No Remark,Tier 1 India,2,0
1745,09-07-2015,Notesgen,E-Commerce,Unknown,New Delhi,"Rajeev Saraf, Arvid Jha, R. Satya Narayaa",Seed Funding,0.02,1.76,No Remark,Tier 1 India,3,0
1746,10-07-2015,Infinity Assurance,Warranty Programs Service Administration,Unknown,New Delhi,Idia Agel Network,Seed Funding,20600,1812800,No Remark,Tier 1 India,1,1
1747,10-07-2015,Footprints Education,Pre-School Chain,Unknown,Gurgaon,"LetsVeture, Kumar Basal, Kshitij Jai",Seed Funding,20685,1820280,No Remark,Tier 1 India,3,1
1748,10-07-2015,Loylty Rewards,Premium Loyalty Rewards Point Management,Unknown,Mumbai,IdiaIdeas.com,Private Equity,2019350,177702800,\\\\xc2\\\\xa0Late Stage,Tier 1 India,1,1
1749,13-07-2015,Ameyo,Contact Center Software Platform,Unknown,Gurgaon,Forum Syergies PE Fud,Private Equity,205000,18040000,\\\\xc2\\\\xa0Series A,Tier 1 India,1,1
1750,13-07-2015,Mamagoto,Casual Dining Restaurant Chain,Unknown,New Delhi,Goldma Sachs,Private Equity,2010000,176880000,\\\\xc2\\\\xa0Series A,Tier 1 India,1,1
1751,13-07-2015,Satvacart,Grocery Delivery,Unknown,Gurgaon,Palaash Vetures,Seed Funding,0.02,1.76,No Remark,Tier 1 India,1,0
1752,14-07-2015,Mysmartprice,Online Comparison Engine,Unknown,Hyderabad,"Accel Parters, Helio Veture Parters",Private Equity,10000,880000,Series B,Tier 1 India,2,1
1753,14-07-2015,Zenify,Residential Rental Management Platform,Unknown,Bengaluru,Atul Jala,Seed Funding,0.02,1.76,No Remark,Tier 1 India,1,0
1754,14-07-2015,Boxmyspace,Physical Storage Warehouses,Unknown,Mumbai,"Ritesh Veera, Sigapore Agel Network, Orios Veture Parters,",Seed Funding,300,26400,No Remark,Tier 1 India,3,0
1755,14-07-2015,Hackerrank,Tech Recruitment Platform,Unknown,Bengaluru,HR Techology fud,Private Equity,7500,660000,Series C,Tier 1 India,1,1
1756,14-07-2015,Wickedride,Bike Rental Platform,Unknown,Bengaluru,Udisclosed,Seed Funding,790,69520,No Remark,Tier 1 India,1,0
1757,14-07-2015,Wowexpress,Logistics,Unknown,Mumbai,Tamarid Family Private Trust,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1758,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbak, Sequoia Capital",Private Equity,100000,8800000,Series B,Tier 1 India,2,1
1759,15-07-2015,Mobikon,Restaurant Customer Engagement Platform,Unknown,Pune,Jugle Vetures,Private Equity,2300,202400,Series B,Tier 1 India,1,1
1760,15-07-2015,Roadrunnr,Logistics,Unknown,Bengaluru,"Sequoia Capital, Nexus Veture Parters, Blume Vetures",Private Equity,11000,968000,Series A,Tier 1 India,3,1
1761,16-07-2015,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyuma Dalmia, Sudhir Rao & Others",Seed Funding,700,61600,No Remark,Tier 1 India,2,0
1762,17-07-2015,Quikwallet,F&B Sector Mobile Payment Platform,Unknown,Mumbai,Sow Leopard Techology Vetures,Private Equity,1600,140800,Follow on Funding,Tier 1 India,1,1
1763,17-07-2015,Omnikart,Industrial Supplies B2B Ecommerce,Unknown,Mumbai,"Sumit Gadhi, Maish Gadhi",Seed Funding,100,8800,No Remark,Tier 1 India,2,0
1764,20-07-2015,Zo Rooms,Online Budget Hotel Chain,Unknown,New Delhi,"Tiger Global, Orios Veture Parters.",Private Equity,15000,1320000,No confirmation,Tier 1 India,2,1
1765,20-07-2015,Innoviti,Payment Solutions Platform,Unknown,Bengaluru,"Catamara Vetures, New Idia Ivestmet Corporatio",Private Equity,4850,426800,Series A,Tier 1 India,2,1
1766,21-07-2015,Joy By Nature,Organic Food Ecommerce,Unknown,New Delhi,"Mumbai Agels, Vriddhi Fud, Others",Private Equity,1000,88000,Series A,Tier 1 India,3,0
1767,22-07-2015,Iqlect,Big Data & Analytics Platform,Unknown,Bengaluru,Exfiity Veture Parters,Private Equity,2000,176000,Series A,Tier 1 India,1,1
1768,22-07-2015,Degustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,Idia Value Fud Advisors,Private Equity,30000,2640000,Late Stage,Tier 1 India,1,1
1769,23-07-2015,Nestaway,Luxury Rental Homes,Unknown,Bengaluru,"Flipkart, Tiger Global",Private Equity,12750,1122000,Series A,Tier 1 India,2,1
1770,23-07-2015,Mswipe,Mobile Point Of Sale Payment Solution,Unknown,Unknown,"Falco Edge Capital, Meru Capital, Ola, Matrix Parters, DSG Cosumer Parters, Axis Bak",Private Equity,25000,2200000,Series B,Other,6,1
1771,23-07-2015,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayat Bokadia,Seed Funding,320,28160,No Remark,Tier 2/3 India,1,0
1772,23-07-2015,Medgenome,Clinical Genomics Provider,Unknown,Bengaluru,Sequoia Capital,Private Equity,20000,1760000,Series B,Tier 1 India,1,1
1773,23-07-2015,Holidayiq,Travel Information Portal,Unknown,Bengaluru,MakeMyTrip,Private Equity,15000,1320000,Strategic Investment,Tier 1 India,1,1
1774,23-07-2015,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfiity Veture Parters,Private Equity,1000,88000,Series A,Tier 1 India,1,0
1775,23-07-2015,Quikr,Online & Mobile Classified Listings,Unknown,Mumbai,"AB Kievik, Falco Edge Capital, Coatue Maagemet",Private Equity,60000,5280000,Late Stage,Tier 1 India,3,1
1776,24-07-2015,Broex,Real Estate,Unknown,Gurgaon,Lightspeed Idia,Private Equity,1000,88000,Bridge round,Tier 1 India,1,0
1777,25-07-2015,Credr,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Parters,Private Equity,15000,1320000,Series A,Tier 1 India,1,1
1778,27-07-2015,Managemyspa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Parters,Private Equity,6000,528000,Series A,Tier 1 India,1,1
1779,28-07-2015,Pepperfry,E-Commerce,Unknown,Mumbai,"Goldma Sachs, Zodius Techology Fud, Bertelsma Idia Ivestmets Norwest Veture Parters.",Private Equity,100000,8800000,Series D,Tier 1 India,3,1
1780,28-07-2015,Flipkart.Com,E-Commerce,Unknown,Bengaluru,Steadview Capital ad existig ivestors,Private Equity,700000,61600000,"Late Stage, 10th Round More here",Tier 1 India,1,1
1781,28-07-2015,Opinio,Hyperlocal Services,Unknown,Bengaluru,"Accel Parters, Traxc Labs & Others",Seed Funding,1300,114400,No Remark,Tier 1 India,2,1
1782,28-07-2015,Zoctr,Health & Wellness,Unknown,Mumbai,"Sadeep Parwal, Krisha Gupta & Others",Seed Funding,1000,88000,No Remark,Tier 1 India,2,0
1783,29-07-2015,Zimmber,Hyperlocal Services,Unknown,Mumbai,"IDG Vetures Idia, Omidyar Network, Sherpalo Vetures, Mohadas Pai",Private Equity,2000,176000,Series A,Tier 1 India,4,1
1784,29-07-2015,Truehb,Medical Tech Instruments,Unknown,New Delhi,"Sachi ad Biy Basal, Malvider ad Shivider Sigh, Gurpreet Sigh & others",Seed Funding,2400,211200,No Remark,Tier 1 India,3,1
